Date,EWATR_14,EWATR_25,EWATR_50,EWATR_100,EWATR_250,EWATR_500
2011-11-23,115.21785114,119.38099591,124.082512689,121.342538147,105.676917864,97.5265487716
2011-11-22,121.374443623,123.062745569,126.077717289,122.274710635,105.921712385,97.616033937
2011-11-21,118.324358027,121.5513077,125.460481259,121.892381557,105.638352645,97.4413487023
2011-11-18,124.958874646,125.413916675,127.511929474,122.835661992,105.882837405,97.5304923844
2011-11-17,122.198701515,123.956743064,126.883844963,122.43032183,105.585510798,97.3486506706
2011-11-16,123.660040209,124.894804986,127.46277741,122.626893988,105.528366306,97.2871222163
2011-11-15,123.792354088,125.069372069,127.653094856,122.623396897,105.389638325,97.1848661931
2011-11-14,129.621947024,128.333486408,129.357302809,123.365283703,105.546181604,97.2300961178
2011-11-11,132.794554259,129.944610275,130.188213128,123.655491455,105.518440091,97.1829221543
2011-11-10,132.147562606,129.356661131,129.91018101,123.385905424,105.265576156,97.023334668
2011-11-09,123.324110699,124.344716226,127.477943501,122.050267149,104.588994439,96.6526867107
2011-11-08,125.927820038,125.840109244,128.338267725,122.366434162,104.574448209,96.6136193228
2011-11-07,125.978253889,125.860118348,128.450033755,122.3011096,104.405568275,96.4974414443
2011-11-04,129.344139103,127.673461544,129.443912684,122.668808784,104.408022639,96.4669702677
2011-11-03,124.335545119,124.821250006,128.119174426,121.876259466,103.946239688,96.2047136355
2011-11-02,126.556398214,126.064687506,128.862814198,122.118204102,103.89841832,96.1498227082
2011-11-01,114.365074863,119.420078132,125.7225209,120.427662771,103.07993172,95.7103430397
2011-10-31,107.652009457,116.205084643,124.405072774,119.668625655,102.638806674,95.460685096
2011-10-28,114.690780143,120.730508363,126.956300234,120.835668598,102.966026004,95.5951968599
2011-10-27,102.473977088,114.61638406,124.21574106,119.355581095,102.234026213,95.2003880297
2011-10-26,106.223819717,117.659416065,126.098016205,120.189027177,102.427873813,95.2689266591
2011-10-25,105.858253519,118.414367404,126.812220948,120.423148938,102.378298503,95.2154955034
2011-10-24,112.051830984,122.815564687,129.310678946,121.530687301,102.673706523,95.3341948842
2011-10-21,111.475189597,123.400195078,129.862135229,121.646458761,102.568274447,95.2521676092
2011-10-20,115.194449535,126.408544668,131.599365239,122.340326615,102.690911189,95.2840400244
2011-10-19,121.624364848,130.82592339,133.974849534,123.329020082,102.926179552,95.3717516077
2011-10-18,126.781959439,134.386417006,135.847292372,124.040717458,103.045265332,95.4008969047
2011-10-17,124.979183969,134.043618423,135.739018592,123.74861074,102.760488346,95.2281550085
2011-10-14,127.929827656,136.397253292,136.961019351,124.111208936,102.736074598,95.1857828843
2011-10-13,134.119031911,140.455357733,138.971673202,124.846788915,102.856846282,95.2157860221
2011-10-12,137.860421436,143.009970877,140.16235374,125.150764448,102.801077979,95.1573322587
2011-10-11,148.515870887,149.210801783,143.083266138,126.293204134,103.075785432,95.2637744722
2011-10-10,154.441389485,152.478368599,144.433603531,126.622359773,103.020169251,95.204711444
2011-10-07,161.355449406,156.059899315,145.8594649,126.968266031,102.968122418,95.1474156983
2011-10-06,157.087057007,153.306557591,144.0945451,125.713079487,102.276300108,94.7708522341
2011-10-05,154.023527316,151.332104057,142.751465308,124.676980082,101.676109747,94.4412764916
2011-10-04,145.888685365,146.701446062,140.13315777,123.015908973,100.830937938,93.9905401248
2011-10-03,145.994636959,146.826566567,139.926347883,122.567745518,100.47455993,93.7852917887
2011-09-30,148.655350337,148.337113781,140.384566164,122.443861589,100.247849568,93.6453530784
2011-09-29,157.771558082,153.24853993,142.465568864,123.111414348,100.334980889,93.6623685216
2011-09-28,163.136413171,155.777584924,143.264163512,123.115685345,100.153735756,93.5451836259
2011-09-27,156.757399813,151.709050334,140.760659982,121.469537574,99.3148099388,93.1000741414
2011-09-26,153.981615169,149.784804529,139.371299165,120.392154495,98.7085031913,92.7726195288
2011-09-23,150.394171348,147.491871573,137.823188926,119.24250105,98.0772461888,92.4338324327
2011-09-22,131.239428479,136.874527537,132.228217046,116.097905112,96.656983106,91.7025051078
2011-09-21,136.460879014,140.172404832,133.653858558,116.477660771,96.6518183117,91.6800702585
2011-09-20,133.101014247,138.661771901,132.647893601,115.632765029,96.1566521937,91.413056512
2011-09-19,132.531939516,138.81691956,132.478419871,115.20514412,95.8301996009,91.2311449149
2011-09-16,142.367622518,144.668329523,135.085702314,116.146662183,96.0489160635,91.3218509065
2011-09-15,142.778025983,145.082356983,134.897363633,115.670837177,95.6983049476,91.1279505094
2011-09-14,145.666953057,146.839220065,135.342153986,115.502571261,95.4709820957,90.996198808
2011-09-13,147.523407374,147.942488404,135.413262312,115.13696664,95.1647249238,90.8254420898
2011-09-12,146.311623893,147.321029104,134.5974771,114.323572027,94.6809074533,90.5666262264
2011-09-09,145.774950645,147.114448196,133.976965961,113.606876513,94.2381838184,90.3292179147
2011-09-08,152.801866129,151.032318879,135.359699266,113.879742705,94.1911009575,90.2900564635
2011-09-07,150.863691688,149.835012119,134.133564542,112.838929426,93.6191419291,89.9890146056
2011-09-06,158.150413486,153.696263129,135.383914115,113.027594667,93.5397776072,89.9348623595
2011-09-05,152.588938637,150.31261839,132.979175915,111.385727893,92.7304585518,89.5165652147
2011-09-02,151.433390735,149.497003256,131.872203504,110.401601183,92.189337737,89.2336656765
2011-09-01,158.884681618,153.371753527,133.05066079,110.55112848,92.1025051084,89.1784899878
2011-08-31,159.790017251,153.402732988,132.236402046,109.69357552,91.6133686032,88.9226923525
2011-08-30,160.726942982,153.377960737,131.360336824,108.804556844,91.1146808008,88.6630638649
2011-08-26,164.731088056,154.934457465,131.224024041,108.281416578,90.7645979157,88.4785470868
2011-08-25,166.674332373,155.170662253,130.37194339,107.39619267,90.2719440837,88.2235512836
2011-08-24,168.854998892,155.393217441,129.468757406,106.485004643,89.7721203414,87.9659302466
2011-08-23,176.909614106,158.634318895,129.998094443,106.282681505,89.5574385771,87.8515652376
2011-08-22,174.94186243,156.045512136,127.561281971,104.597483151,88.753080654,87.4433550782
2011-08-19,174.409841265,154.182638147,125.486232255,103.106523215,88.0330250769,87.0787993871
2011-08-18,156.626739921,142.864524659,118.771384592,99.3308974215,86.4108003788,86.2654879618
2011-08-17,166.692392217,147.169901714,119.896747229,99.4951579754,86.3723329119,86.2457103585
2011-08-16,177.52199102,151.40906019,120.859879769,99.5597066214,86.292592614,86.2054126044
2011-08-15,195.940758869,159.209815206,123.433752412,100.403337058,86.5214487796,86.3192619535
2011-08-12,192.131644849,154.08563314,119.46370149,97.9731014432,85.4437094124,85.780661801
2011-08-11,186.351897902,147.784435902,114.964260735,95.3119519774,84.2850243474,85.2038307862
2011-08-10,173.190651426,137.441472227,108.558720357,91.7445166638,82.7780767518,84.4555495469
2011-08-09,140.66613626,116.844928246,97.2917293509,85.8282442732,80.3538042759,83.2525657775
2011-08-08,126.399387993,107.1320056,91.7362897326,82.8469966828,79.1245175633,82.650772454
2011-08-05,116.537755376,100.184672733,87.7051178849,80.6721885349,78.229935375,82.2185110209
2011-08-04,95.8666408188,87.6250621275,81.0441022884,77.2332428488,76.8430272254,81.5424329088
2011-08-03,85.8922778678,81.5354839714,77.7928411573,75.5470457346,76.1694772433,81.2251681108
2011-08-02,87.7833975398,82.1967743024,77.9639775311,75.5863799919,76.1901156147,81.2557299069
2011-08-01,78.7654586998,76.8465054942,75.1706704916,74.1558018099,75.6261808004,80.9946306279
2011-07-29,75.375529269,74.8503809521,74.1245754096,73.6175351798,75.4239814494,80.91525039
2011-07-28,74.5102260796,74.3379126981,73.8439458345,73.4683944763,75.3791941518,80.9149107122
2011-07-27,71.9733377841,72.949405423,73.1436987257,73.1142206274,75.2537258317,80.8744895126
2011-07-26,74.4769282125,74.3868558749,73.8556864287,73.4660230643,75.4107838705,80.9753892702
2011-07-25,78.8733787067,76.7607605311,74.9967348544,74.0229124191,75.6478182791,81.1159719927
2011-07-22,80.7154369693,77.5824905754,75.3272138281,74.1668096397,75.7180818798,81.1729498364
2011-07-21,72.0870426569,72.6476981233,72.8181205149,72.9014926628,75.2274640635,80.9499957275
2011-07-20,72.9619722964,73.1683396336,73.0800846176,73.0328359489,75.2983673894,81.0083123436
2011-07-19,76.617660342,75.1657012697,74.0547819489,73.5143073822,75.5079928302,81.1358005695
2011-07-18,74.4203773177,73.8545097089,73.3672220284,73.1630812687,75.3843622506,81.0966655016
2011-07-15,77.0081276742,75.2090521846,74.0107821112,73.4774869509,75.5272085337,81.1908405136
2011-07-14,78.824762701,76.0431398667,74.3704058709,73.6447089095,75.6101579998,81.2549320588
2011-07-13,81.7208800396,77.3800681889,74.9569530493,73.9203595945,75.735540795,81.3401221672
2011-07-12,73.3394769688,72.4784072046,72.4572368472,72.6621850409,75.2498824881,81.1202428974
2011-07-11,69.5763195794,70.3682744717,71.4228383512,72.1543503952,75.0687570463,81.0533901635
2011-07-08,64.5265225916,67.698964011,70.1584644063,71.5433271709,74.8492289904,80.967832609
2011-07-07,63.8690645288,67.6072110119,70.2139119331,71.5987479218,74.8978171751,81.0166014772
2011-07-06,65.5873821486,68.8494785962,70.9287654814,71.9805408091,75.0761128954,81.1300948699
2011-07-05,71.8008255561,72.4869351459,72.7952457051,72.9256022396,75.4767242439,81.3542635868
2011-07-04,75.9086448724,74.7691797414,73.9256638972,73.4877356182,75.7207139969,81.4995712565
2011-07-01,78.0484363912,75.8332780532,74.4124256889,73.7198110852,75.830920535,81.5777258507
2011-06-30,76.2558881437,74.6777178909,73.788443064,73.396978986,75.7195223064,81.5451716457
2011-06-29,73.5260247812,73.0675277152,72.9634815564,72.9807563392,75.5726911602,81.495252494
2011-06-28,73.6377209014,73.0898216914,72.970154273,72.9844079824,75.594961772,81.5301032054
2011-06-27,77.4589087324,75.1139734991,73.9566911821,73.4729818811,75.8101823485,81.6612859838
2011-06-24,74.898740845,73.531804624,73.1345153119,73.0562744443,75.6632761826,81.6114314186
2011-06-23,69.544700975,70.5177883426,71.6420465492,72.3159971604,75.3898888427,81.4988519854
2011-06-22,72.9669626635,72.4526040379,72.6355994695,72.8213708404,75.6155104398,81.6359215324
2011-06-21,71.1003415348,71.3986543744,72.1268484275,72.573317726,75.5393298008,81.6220374504
2011-06-20,71.6234710017,71.7068755722,72.3075361184,72.6717685892,75.6022963052,81.6778371997
2011-06-17,69.0732357712,70.3324485366,71.6588641232,72.3580669445,75.5011099301,81.6516962666
2011-06-16,64.607579736,68.0184859146,70.5796340874,71.8380278929,75.3195927408,81.5857712016
2011-06-15,65.1779766184,68.6116930742,70.9747211931,72.0589981533,75.4354127628,81.6686801042
2011-06-14,67.6515114828,70.237667497,71.867566956,72.5228162979,75.6469421826,81.7992158962
2011-06-13,73.3825132494,73.5574731218,73.5601207093,73.3737822837,76.0103714371,82.0052247775
2011-06-10,67.9490537493,70.6289292152,72.125839922,72.6601213197,75.7478041394,81.8982316904
2011-06-09,68.2181389415,70.9980066498,72.3677109392,72.7906288211,75.8244933293,81.9611504547
2011-06-08,67.5132372402,70.8478405373,72.3500664877,72.7904395044,75.8487864484,81.9978684926
2011-06-07,71.5306583541,73.3018272488,73.6133345076,73.4245897974,76.1254835283,82.1605854004
2011-06-06,74.2892211778,74.9436461862,74.4302053039,73.825086561,76.3064111068,82.2750566846
2011-06-03,75.6414090513,75.7306167017,74.7947034795,73.9932701279,76.3932095896,82.3422913807
2011-06-02,74.8631642899,75.3165014268,74.5536709685,73.8577806355,76.3586168956,82.3488737109
2011-06-01,73.5344203346,74.6345432124,74.1885146815,73.6629883251,76.3012563887,82.3442599783
2011-05-31,73.9089465399,74.9290884801,74.3145765052,73.714765867,76.3430335484,82.3893271525
2011-05-27,74.4487844691,75.3065125201,74.4743551381,73.781730834,76.3907687577,82.437380568
2011-05-26,79.1178282336,77.9070552301,75.7141247356,74.38136176,76.6501323622,82.5910374039
2011-05-25,80.412878731,78.507643166,75.918782888,74.4557327046,76.69792459,82.6386968725
2011-05-24,85.2763985358,80.9832800965,77.0256719855,74.974030335,76.9220043055,82.7743229121
2011-05-23,80.6881521567,78.1402201045,75.4716177808,74.1634046852,76.6153537377,82.64476108
2011-05-20,79.2709447962,77.1602384465,74.8827042209,73.8454936688,76.5086497517,82.6156819661
2011-05-19,79.0972439956,76.8902583171,74.6575084748,73.7130793994,76.4773939264,82.624562455
2011-05-18,79.8968199949,77.1394465102,74.688427188,73.7093032257,76.4980958856,82.6595306412
2011-05-17,79.6040230711,76.7510670527,74.39815891,73.545854806,76.4555103104,82.6629756538
2011-05-16,80.4661804666,76.9803226404,74.4144102941,73.5366801556,76.4752332848,82.6976969991
2011-05-13,80.322515923,76.6120161938,74.1292841836,73.3778252093,76.4356769256,82.7028981894
2011-05-12,78.2182876035,75.1630175432,73.3182345585,72.9612156175,76.2945980254,82.6576192243
2011-05-11,78.7287933886,75.1849356719,73.2536727037,72.9220482563,76.305799616,82.6887118865
2011-05-10,78.0716846792,74.5336803112,72.8558634263,72.7184532716,76.2520309382,82.6874642387
2011-05-09,78.1288669375,74.2698203371,72.6581435662,72.6178159639,76.2404006646,82.7074540754
2011-05-06,72.7179233894,71.0173053652,70.9992922832,71.7959536602,75.9427332001,82.5848386608
2011-05-05,69.0591423724,68.893747479,69.9584470702,71.2968820169,75.7776145913,82.5290664711
2011-05-04,62.6067027374,65.3848931022,68.2832816445,70.4947988254,75.4947038651,82.4149545131
2011-05-03,64.0846570047,66.4169675274,68.9070890586,70.8482291047,75.6753842174,82.5328501223
2011-04-28,67.6669119285,68.5517148213,70.0543171834,71.4552640361,75.9555077854,82.7001160547
2011-04-27,71.384898379,70.6393577231,71.1381668644,72.0200168449,76.216194595,82.8572307483
2011-04-26,72.5825750527,71.2259708667,71.4458471446,72.1901181953,76.3175294913,82.9344140379
2011-04-21,77.0414327531,73.5281351056,72.5824123341,72.7676963406,76.5803208928,83.0920669999
2011-04-20,67.8324224075,68.2471463644,69.9572046743,71.4720942465,76.0958254783,82.8764039418
2011-04-19,70.2527950855,69.5927418948,70.6860701712,71.8634496858,76.2885630324,82.9997562622
2011-04-18,59.645532791,63.7921370527,67.8895832394,70.503115336,75.7832502856,82.7745047843
2011-04-15,63.6986916819,66.3331484737,69.3014029635,71.2546934236,76.1244812116,82.9727993927
2011-04-14,63.2369519407,66.3025775132,69.4075826763,71.3467074322,76.2001798559,83.0380210335
2011-04-13,60.8272522393,65.252792306,69.0201370712,71.1941156631,76.1784945535,83.0546062882
2011-04-12,55.5237525838,62.7488583315,67.9474896048,70.7071281008,76.0249081644,83.0055265539
2011-04-11,60.0197145197,65.7862631924,69.6473871396,71.6042417998,76.4243050171,83.2328032134
2011-04-08,60.1765936766,66.3517851251,70.0819743698,71.8588729473,76.5642592743,83.3299286772
2011-04-07,62.4037619345,68.0727672189,71.0771569972,72.387335027,76.8121649713,83.4807500346
2011-04-06,64.4197253091,69.6371644871,71.9660205481,72.8537458356,77.033146216,83.6177470287
2011-04-05,68.5919907412,72.3319281944,73.3809601623,73.5720033273,77.3522879527,83.8033893014
2011-04-04,71.8522970091,74.4095888773,74.4414075158,74.1007306672,77.5928685788,83.9492946693
2011-04-01,66.5988042413,71.777054617,73.1533017002,73.4563009837,77.3646988485,83.8609150888
2011-03-31,66.9986202784,72.4251425018,73.5269058512,73.6473373672,77.4720458272,83.9405179549
2011-03-30,71.336869552,75.2272377103,74.9443305798,74.3513239807,77.7826646692,84.1214418746
2011-03-29,74.1886956369,77.0961741861,75.8481808076,74.7867042631,77.9833286425,84.2469787158
2011-03-28,82.1561872734,81.6541887016,78.0297392079,75.845021521,78.4297810814,84.494862398
2011-03-25,88.5648314693,85.0837044268,79.561565298,76.5590623598,78.7344379575,84.6711945118
2011-03-24,85.5286516953,83.149013129,78.3885679632,75.9178312964,78.4969635636,84.5764898806
2011-03-23,87.7638288792,84.1614308897,78.6901421658,76.0171814236,78.5571801384,84.6309046697
2011-03-22,90.3121102453,85.2415501305,78.9958622542,76.11449822,78.6162739548,84.6847359509
2011-03-21,91.7908964369,85.6200126414,78.9263056115,76.0218618204,78.5995371994,84.7007068365
2011-03-18,96.3587266579,87.5800136949,79.6130935957,76.3031115541,78.7320636026,84.7912908319
2011-03-17,94.3369922976,85.7533481695,78.3932198649,75.6324673431,78.4849315834,84.6922579294
2011-03-16,89.9734526511,82.6744605169,76.5847798593,74.6816080975,78.1297904716,84.5399222898
2011-03-15,75.5693684436,74.2639988933,72.2168116903,72.4812365439,77.2826401942,84.1428879102
2011-03-14,75.9646558964,74.3693321344,72.1848448206,72.4707564741,77.3170389107,84.1875487836
2011-03-11,80.1284491112,76.491776479,73.13524665,72.9469333726,77.5452882192,84.3289818449
2011-03-10,76.4405182053,74.1910911855,71.8713791663,72.3175784912,77.3319973615,84.2497392871
2011-03-09,79.4929056215,75.657015451,72.4947007649,72.6351053294,77.4985194287,84.3605598855
2011-03-08,78.0456603325,74.5534334053,71.8250967145,72.3065215987,77.4069412715,84.3423657367
2011-03-07,78.452684999,74.482886189,71.6791822947,72.2440270855,77.4230612817,84.378206882
2011-03-04,79.922328845,74.9481267048,71.7926183067,72.3115831883,77.4915196052,84.4402437833
2011-03-03,76.4949948212,72.6771372635,70.5515006866,71.707776788,77.2930579153,84.3690623956
2011-03-02,76.586532486,72.4085653688,70.3331945922,71.62308541,77.3042471355,84.4030065335
2011-03-01,70.9844605607,69.0259458162,68.5916923306,70.7871881456,77.0175342611,84.2883893252
2011-02-28,72.8743775701,69.8864413009,68.9954348747,71.0313737647,77.1646630503,84.3909479999
2011-02-25,70.0088971962,68.0853114093,68.0768811961,70.617866164,77.0495197817,84.3624548055
2011-02-24,69.1333429187,67.4507540267,67.7657334899,70.5151967935,77.060359298,84.3971740632
2011-02-23,67.2615495216,66.2966501956,67.2133144486,70.2973219813,77.026305959,84.4095875865
2011-02-22,61.9017879095,63.3130377119,65.7893680996,69.6548436375,76.8249108262,84.33868413
2011-02-21,57.1636014341,60.8641241879,64.6909749608,69.1892849231,76.6974000697,84.3051718419
2011-02-18,58.5733862701,61.9361345369,65.3722392449,69.6173512852,76.9279012751,84.4506835527
2011-02-17,62.246214927,64.205812415,66.6241673774,70.3227523212,77.267081205,84.65008509
2011-02-16,62.2379403004,64.3646301162,66.800664005,70.4848281257,77.3872987248,84.7396645893
2011-02-15,64.3822388082,65.7033492926,67.5557931481,70.9330064717,77.6209316462,84.8857153492
2011-02-14,66.6871986248,67.0619617336,68.2968459296,71.3680167034,77.847605796,85.0279426652
2011-02-11,61.8698445671,64.4837918781,67.0844722941,70.8299968389,77.6857391759,84.9759504515
2011-02-10,61.2652052697,64.3741078679,67.1368997347,70.9316129366,77.7812069604,85.0528079683
2011-02-09,64.2598522343,66.2552835236,68.1710589075,71.5201303697,78.0702126388,85.2261659161
2011-02-08,65.1613679626,66.9098904839,68.5698776384,71.7851835085,78.2282063147,85.3336856191
2011-02-07,66.3400399569,67.6940480242,69.0217093788,72.0737730743,78.3946979316,85.4452434773
2011-02-04,70.376969181,69.9935520263,70.2021873126,72.7197078839,78.7022858668,85.6269879402
2011-02-03,73.7426567473,71.7846813618,71.0879908764,73.2089949118,78.9448745083,85.7757935031
2011-02-02,75.4415270162,72.5417381419,71.4303578509,73.4212978393,79.0753554281,85.8682816534
2011-02-01,71.5402234802,70.1868829871,70.2315969469,72.8681927452,78.900860291,85.8084350869
2011-01-31,72.3464117079,70.5107899027,70.3920702917,73.0008835077,79.0020720202,85.8866252074
2011-01-28,69.9535519707,69.0616890612,69.6774609158,72.6998912553,78.9306027192,85.878555569
2011-01-27,73.54640612,70.933496483,70.6193980961,73.2271617857,79.1902862751,86.0359846494
2011-01-26,71.6920070616,69.7112878566,70.0079449571,72.9772054582,79.1388026308,86.0377320829
2011-01-25,73.4292389172,70.4872285113,70.4001059758,73.2312904169,79.2893151017,86.1404885241
2011-01-24,73.510660289,70.2861642206,70.298069485,73.2379831526,79.3406349017,86.1935566144
2011-01-21,73.8353772566,70.1933445723,70.2530927293,73.2751141254,79.4044151017,86.2528494265
2011-01-20,68.2408199115,66.85945662,68.6226067182,72.529156835,79.1570610061,86.1568688631
2011-01-19,63.0009460517,63.906078005,67.2480192373,71.92772566,78.971173946,86.0921669346
2011-01-18,60.3549377519,62.5482511721,66.7193669613,71.7606090066,78.9613038572,86.1157828342
2011-01-17,63.8249281753,64.6106054364,67.8997492863,72.4466819159,79.2919167396,86.3094332664
2011-01-14,60.8441478946,63.0614892228,67.2752492571,72.2294431667,79.2605265126,86.3218959248
2011-01-13,62.5124783399,64.149946658,67.9803614717,72.6785228266,79.4955508219,86.4674746659
2011-01-12,66.4682442384,66.4291088795,69.2530292869,73.4033414696,79.8384869731,86.6665427007
2011-01-11,64.4479741212,65.3315346194,68.8307039516,73.2781564488,79.8404025311,86.6948655171
2011-01-10,67.5322778321,67.0758291711,69.8278755415,73.8615535487,80.1250643988,86.8643840162
2011-01-07,70.1833974986,68.4738149353,70.6249316861,74.3375445295,80.364623149,87.0109346535
2011-01-06,67.7654586522,67.0216328466,70.00145951,74.1039595705,80.3201622908,87.0153872974
2011-01-05,65.9601445987,65.9817689171,69.6137639798,73.9949486528,80.3267499397,87.0455090902
2011-01-04,53.092474537,59.0135829936,66.3490196524,72.4675738781,79.7703382926,86.7947896878
2010-12-31,48.0605475427,56.7813815764,65.5551020872,72.1982319362,79.7219072749,86.7987768208
2010-12-30,49.2852471647,58.1714967077,66.5940858459,72.8466810662,80.0401555261,86.9859462669
2010-12-29,50.0214390362,59.3107881,67.4958852681,73.4193412898,80.3256186227,87.1562306207
2010-12-24,52.9939681186,61.6950204417,68.9977581362,74.2823582855,80.7242179691,87.3825080982
2010-12-23,58.3315016754,65.3112721452,71.0670543867,75.4133150186,81.2256173102,87.6593918982
2010-12-22,58.7517327023,66.120544824,71.698362729,75.8135840089,81.4314455617,87.7878864549
2010-12-21,58.1289223488,66.3972568926,72.0615612077,76.0764846959,81.5810957268,87.8880383044
